DOBEC;OBEC;OKRES;PSC;DPOSTA;POSTA;KOD_OKR;KRAJ;;;;;;;;;;;;;;;;;;;;;;;
Hrádok;Hrádok;Nové Mesto n.Váhom;916 33;Hrádok nad Váhom;Hrádok nad Váhom;304;TC;;;;;;;;;;;;;;;;;;;;;;;
Hrachovište;Hrachovište;Nové Mesto n.Váhom;916 16;Krajné;Krajné;304;TC;;;;;;;;;;;;;;;;;;;;;;;
Hrachovo;Hrachovo;Rimavská Sobota;980 52;Hrachovo;Hrachovo;609;BC;;;;;;;;;;;;;;;;;;;;;;;
Hraò;Hraò;Trebišov;076 03;Hraò;Hraò;811;KI;;;;;;;;;;;;;;;;;;;;;;;
Hranièné;Hranièné;Stará ¼ubovòa;065 22;Mníšek nad Popradom;Mníšek nad Popradom;710;PV;;;;;;;;;;;;;;;;;;;;;;;
Hranovnica;Hranovnica;Poprad;059 16;Hranovnica;Hranovnica;706;PV;;;;;;;;;;;;;;;;;;;;;;;
Hrašné;Hrašné;Myjava;916 14;Stará Turá;Stará Turá;303;TC;;;;;;;;;;;;;;;;;;;;;;;
Hrašovík;Hrašovík;Košice - okolie;044 42;Rozhanovce;Rozhanovce;806;KI;;;;;;;;;;;;;;;;;;;;;;;
Hrèe¾;Hrèe¾;Trebišov;076 15;Ve¾aty;Ve¾aty;811;KI;;;;;;;;;;;;;;;;;;;;;;;
Hrhov;Hrhov;Roòava;049 44;Hrhov;Hrhov;808;KI;;;;;;;;;;;;;;;;;;;;;;;
Hriadky;Hriadky;Trebišov;076 22;Vojèice;Vojèice;811;KI;;;;;;;;;;;;;;;;;;;;;;;
Hrièovské Podhradie;Hrièovské Podhradie;ilina;013 41;Dolnı Hrièov;Dolnı Hrièov;511;ZI;;;;;;;;;;;;;;;;;;;;;;;
Hriòová;Hriòová;Detva;;;viï detail SÈ;604;BC;;;;;;;;;;;;;;;;;;;;;;;
Hrišovce;Hrišovce;Gelnica;053 51;Kluknava;Kluknava;801;KI;;;;;;;;;;;;;;;;;;;;;;;
Hrkáè;Hrkáè;Rimavská Sobota;982 62;Gemerská Ves;Gemerská Ves;609;BC;;;;;;;;;;;;;;;;;;;;;;;
Hrkovce;Hrkovce;Levice;936 01;Šahy;Šahy;402;NI;;;;;;;;;;;;;;;;;;;;;;;
Hrlica;Hrlica;Revúca;982 66;Ratkovské Bystré;Ratkovské Bystré;608;BC;;;;;;;;;;;;;;;;;;;;;;;
Hrnèiarovce nad Parnou;Hrnèiarovce n/Parnou;Trnava;919 35;Hrnèiarovce nad Parnou;Hrnèiarovce nad Par.;207;TA;;;;;;;;;;;;;;;;;;;;;;;
Hrnèiarové;Hrnèiarové;Nové Mesto n.Váhom;916 12;Lubina;Lubina;304;TC;;;;;;;;;;;;;;;;;;;;;;;
Hrnèiarska Ves;Hrnèiarska Ves;Poltár;;;viï detail SÈ;607;BC;;;;;;;;;;;;;;;;;;;;;;;
Hrnèiarske Zaluany;Hrnèiarske Zaluany;Poltár;980 12;Hrnèiarske Zaluany;Hrnèiarske Zaluany;607;BC;;;;;;;;;;;;;;;;;;;;;;;
Hrocho;Hrocho;Banská Bystrica;976 37;Hrocho;Hrocho;601;BC;;;;;;;;;;;;;;;;;;;;;;;
Hromoš;Hromoš;Stará ¼ubovòa;065 45;Plavnica;Plavnica;710;PV;;;;;;;;;;;;;;;;;;;;;;;
Hronec;Hronec;Brezno;976 45;Hronec;Hronec;603;BC;;;;;;;;;;;;;;;;;;;;;;;
Hronovce;Hronovce;Levice;935 61;Hronovce;Hronovce;402;NI;;;;;;;;;;;;;;;;;;;;;;;
Hronsek;Hronsek;Banská Bystrica;976 31;Vlkanová;Vlkanová;601;BC;;;;;;;;;;;;;;;;;;;;;;;
Hronská Breznica;Hronská Breznica;Zvolen;966 11;Trnavá Hora;Trnavá Hora;611;BC;;;;;;;;;;;;;;;;;;;;;;;
Hronská Dúbrava;Hronská Dúbrava;iar nad Hronom;966 11;Trnavá Hora;Trnavá Hora;613;BC;;;;;;;;;;;;;;;;;;;;;;;
Hronské K¾aèany;Hronské K¾aèany;Levice;;;viï detail SÈ;402;NI;;;;;;;;;;;;;;;;;;;;;;;
Hronské Kosihy;Hronské Kosihy;Levice;935 27;Hronské Kosihy;Hronské Kosihy;402;NI;;;;;;;;;;;;;;;;;;;;;;;
Hronskı Beòadik;Hronskı Beòadik;arnovica;966 53;Hronskı Beòadik;Hronskı Beòadik;612;BC;;;;;;;;;;;;;;;;;;;;;;;
Hrubá Borša;Hrubá Borša;Senec;900 50;Krá¾ová pri Senci;Krá¾ová pri Senci;108;BL;;;;;;;;;;;;;;;;;;;;;;;
Hrubá Strana;Hrubá Strana;Nové Mesto n.Váhom;916 11;Bzince pod Javorinou;Bzince pod Javorinou;304;TC;;;;;;;;;;;;;;;;;;;;;;;
Hruboòovo;Hruboòovo;Nitra;951 25;Nové Sady pri Nitre;Nové Sady pri Nitre;403;NI;;;;;;;;;;;;;;;;;;;;;;;
Hrubov;Hrubov;Humenné;067 23;Baškovce pri Humennom;Baškovce pri Humen.;702;PV;;;;;;;;;;;;;;;;;;;;;;;
Hrubı Šúr;Hrubı Šúr;Senec;903 01;Senec;Senec;108;BL;;;;;;;;;;;;;;;;;;;;;;;
Hrušov;Hrušov;Ve¾kı Krtíš;991 42;Hrušov;Hrušov;610;BC;;;;;;;;;;;;;;;;;;;;;;;
Hrušov;Hrušov;Roòava;049 43;Jablonov nad Turòou;Jablonov nad Turòou;808;KI;;;;;;;;;;;;;;;;;;;;;;;
Hrušovany;Hrušovany;Topo¾èany;956 13;Koniarovce;Koniarovce;406;NI;;;;;;;;;;;;;;;;;;;;;;;
Hrušové;Hrušové;Nové Mesto n.Váhom;916 11;Bzince pod Javorinou;Bzince pod Javorinou;304;TC;;;;;;;;;;;;;;;;;;;;;;;
Hrušovo;Hrušovo;Rimavská Sobota;;;viï detail SÈ;609;BC;;;;;;;;;;;;;;;;;;;;;;;
Hruštín;Hruštín;Námestovo;029 52;Hruštín;Hruštín;507;ZI;;;;;;;;;;;;;;;;;;;;;;;
Hubice;Hubice;Dunajská Streda;930 39;Zlaté Klasy;Zlaté Klasy;201;TA;;;;;;;;;;;;;;;;;;;;;;;
Hubina;Hubina;Piešany;922 21;Moravany nad Váhom;Moravany nad Váhom;204;TA;;;;;;;;;;;;;;;;;;;;;;;
Hubošovce;Hubošovce;Sabinov;082 66;Uzovce;Uzovce;708;PV;;;;;;;;;;;;;;;;;;;;;;;
Hubová;Hubová;Ruomberok;034 91;¼ubochòa;¼ubochòa;508;ZI;;;;;;;;;;;;;;;;;;;;;;;
Hubovo;Hubovo;Rimavská Sobota;980 50;Vèelince;Vèelince;609;BC;;;;;;;;;;;;;;;;;;;;;;;
Hucín;Hucín;Revúca;049 13;Hucín;Hucín;608;BC;;;;;;;;;;;;;;;;;;;;;;;
Hudcovce;Hudcovce;Humenné;067 45;Topo¾ovka;Topo¾ovka;702;PV;;;;;;;;;;;;;;;;;;;;;;;
Hul;Hul;Nové Zámky;941 44;Hul;Hul;404;NI;;;;;;;;;;;;;;;;;;;;;;;
Humenné;Humenné;Humenné;066 01;Humenné 1;Humenné 1;702;PV;;;;;;;;;;;;;;;;;;;;;;;
Huncovce;Huncovce;Kemarok;059 92;Huncovce;Huncovce;703;PV;;;;;;;;;;;;;;;;;;;;;;;
Hunkovce;Hunkovce;Svidník;090 03;Ladomirová;Ladomirová;712;PV;;;;;;;;;;;;;;;;;;;;;;;
Hurbanova Dolina;Hurbanova Dolina;Myjava;906 13;Brezová pod Bradlom;Brezová pod Bradlom;303;TC;;;;;;;;;;;;;;;;;;;;;;;
Hurbanova Ves;Hurbanova Ves;Senec;903 01;Senec;Senec;108;BL;;;;;;;;;;;;;;;;;;;;;;;
Hurbanovo;Hurbanovo;Komárno;;;Pozri zoz.ulíc s PSÈ;401;NI;;;;;;;;;;;;;;;;;;;;;;;
Husák;Husák;Sobrance;072 51;Krèava;Krèava;809;KI;;;;;;;;;;;;;;;;;;;;;;;
Husiná;Husiná;Rimavská Sobota;985 42;Ve¾ké Dravce;Ve¾ké Dravce;609;BC;;;;;;;;;;;;;;;;;;;;;;;
Hutka;Hutka;Bardejov;086 36;Niná Polianka;Niná Polianka;701;PV;;;;;;;;;;;;;;;;;;;;;;;
Huty;Huty;Liptovskı Mikuláš;027 32;Zuberec;Zuberec;505;ZI;;;;;;;;;;;;;;;;;;;;;;;
Hviezdoslavov;Hviezdoslavov;Dunajská Streda;930 41;Hviezdoslavov;Kvetoslavov;201;TA;;;;;;;;;;;;;;;;;;;;;;;
Hvozdnica;Hvozdnica;Bytèa;013 56;Štiavnik;Štiavnik;501;ZI;;;;;;;;;;;;;;;;;;;;;;;
Hybe;Hybe;Liptovskı Mikuláš;;;viï detail SÈ;505;ZI;;;;;;;;;;;;;;;;;;;;;;;
Hı¾ov;Hı¾ov;Košice - okolie;044 12;Ninı Klátov;Ninı Klátov;806;KI;;;;;;;;;;;;;;;;;;;;;;;
Chanava;Chanava;Rimavská Sobota;980 44;Lenartovce;Lenartovce;609;BC;;;;;;;;;;;;;;;;;;;;;;;
Ch¾aba;Ch¾aba;Nové Zámky;943 65;Kamenica nad Hronom;Kamenica nad Hronom;404;NI;;;;;;;;;;;;;;;;;;;;;;;
Chlebnice;Chlebnice;Dolnı Kubín;027 55;Dlhá nad Oravou;Dlhá nad Oravou;503;ZI;;;;;;;;;;;;;;;;;;;;;;;
Chlmec;Chlmec;Humenné;067 41;Chlmec;Chlmec;702;PV;;;;;;;;;;;;;;;;;;;;;;;
Chme¾nica;Chme¾nica;Stará ¼ubovòa;064 01;Stará ¼ubovòa;Stará ¼ubovòa;710;PV;;;;;;;;;;;;;;;;;;;;;;;
Chme¾ov;Chme¾ov;Prešov;082 15;Chme¾ov;Chme¾ov;707;PV;;;;;;;;;;;;;;;;;;;;;;;
Chme¾ová;Chme¾ová;Bardejov;086 33;Zborov;Zborov;701;PV;;;;;;;;;;;;;;;;;;;;;;;
Chme¾ovec;Chme¾ovec;Prešov;082 12;Kapušany pri Prešove;Kapušany pri Prešove;707;PV;;;;;;;;;;;;;;;;;;;;;;;
Chmiòany;Chmiòany;Prešov;082 33;Chminianska Nová Ves;Chminianska Nová Ves;707;PV;;;;;;;;;;;;;;;;;;;;;;;
Chminianska Nová Ves;Chminianska Nová Ves;Prešov;082 33;Chminianska Nová Ves;Chminianska Nová Ves;707;PV;;;;;;;;;;;;;;;;;;;;;;;
Chminianske Jakubovany;Chminian. Jakubovany;Prešov;082 33;Chminianska Nová Ves;Chminianska Nová Ves;707;PV;;;;;;;;;;;;;;;;;;;;;;;
Choèa;Choèa;Zlaté Moravce;951 76;Tesárske Mlyòany;Tesárske Mlyòany;407;NI;;;;;;;;;;;;;;;;;;;;;;;
Chocholná-Velèice;Chocholná-Velèice;Trenèín;913 04;Chocholná-Velèice;Chocholná-Velèice;309;TC;;;;;;;;;;;;;;;;;;;;;;;
Choòkovce;Choòkovce;Sobrance;072 63;Choòkovce;Choòkovce;809;KI;;;;;;;;;;;;;;;;;;;;;;;
Chorvátsky Grob;Chorvátsky Grob;Senec;900 25;Chorvátsky Grob 1;Chorvátsky Grob 1;108;BL;;;;;;;;;;;;;;;;;;;;;;;
Chorváty;Chorváty;Košice - okolie;044 02;Turòa nad Bodvou;Turòa nad Bodvou;806;KI;;;;;;;;;;;;;;;;;;;;;;;
Chotèa;Chotèa;Stropkov;090 21;Chotèa;Chotèa;711;PV;;;;;;;;;;;;;;;;;;;;;;;
Chotín;Chotín;Komárno;946 31;Chotín;Chotín;401;NI;;;;;;;;;;;;;;;;;;;;;;;
Chrabrany;Chrabrany;Topo¾èany;955 01;Topo¾èany 1;Topo¾èany 1;406;NI;;;;;;;;;;;;;;;;;;;;;;;
Chrámec;Chrámec;Rimavská Sobota;980 42;Rimavská Seè;Rimavská Seè;609;BC;;;;;;;;;;;;;;;;;;;;;;;
Chras nad Hornádom;Chras nad Hornádom;Spišská Nová Ves;053 63;Spišskı Hrušov;Spišskı Hrušov;810;KI;;;;;;;;;;;;;;;;;;;;;;;
Chrastince;Chrastince;Ve¾kı Krtíš;991 08;Ve¾ká Èalomija;Ve¾ká Èalomija;610;BC;;;;;;;;;;;;;;;;;;;;;;;
Chrastné;Chrastné;Košice - okolie;044 44;Krá¾ovce pri Košiciach;Krá¾ovce pri Koš.;806;KI;;;;;;;;;;;;;;;;;;;;;;;
Chrašany;Chrašany;Zlaté Moravce;951 75;Beladice;Beladice;407;NI;;;;;;;;;;;;;;;;;;;;;;;
Chrenovec-Brusno;Chrenovec - Brusno;Prievidza;972 32;Chrenovec;Chrenovec;307;TC;;;;;;;;;;;;;;;;;;;;;;;
Chropov;Chropov;Skalica;908 64;Radošovce;Radošovce;206;TA;;;;;;;;;;;;;;;;;;;;;;;
Chrany;Chrany;Ve¾kı Krtíš;991 21;Závada;Závada;610;BC;;;;;;;;;;;;;;;;;;;;;;;
Chtelnica;Chtelnica;Piešany;922 05;Chtelnica;Chtelnica;204;TA;;;;;;;;;;;;;;;;;;;;;;;
Chudá Lehota;Chudá Lehota;Bánovce nad Bebravou;956 38;Šišov;Šišov;301;TC;;;;;;;;;;;;;;;;;;;;;;;
Chvalová;Chvalová;Revúca;982 62;Gemerská Ves;Gemerská Ves;608;BC;;;;;;;;;;;;;;;;;;;;;;;
Chvojnica;Chvojnica;Prievidza;972 13;Nitrianske Pravno;Nitrianske Pravno;307;TC;;;;;;;;;;;;;;;;;;;;;;;
Chvojnica;Chvojnica;Myjava;906 06;Vrbovce;Vrbovce;303;TC;;;;;;;;;;;;;;;;;;;;;;;
Chym;Chym;Košice - okolie;044 74;Perín-Chym;Perín-Chym;806;KI;;;;;;;;;;;;;;;;;;;;;;;
Chynorany;Chynorany;Partizánske;956 33;Chynorany;Chynorany;305;TC;;;;;;;;;;;;;;;;;;;;;;;
Chyné;Chyné;Revúca;049 18;Lubeník;Lubeník;608;BC;;;;;;;;;;;;;;;;;;;;;;;
Igram;Igram;Senec;900 84;Báhoò;Báhoò;108;BL;;;;;;;;;;;;;;;;;;;;;;;
Ih¾any;Ih¾any;Kemarok;059 94;Holumnica;Holumnica;703;PV;;;;;;;;;;;;;;;;;;;;;;;
Ihráè;Ihráè;iar nad Hronom;967 01;Kremnica 1;Kremnica 1;613;BC;;;;;;;;;;;;;;;;;;;;;;;
Ilava;Ilava;Ilava;019 01;Ilava;Ilava;302;TC;;;;;;;;;;;;;;;;;;;;;;;
Iliašovce;Iliašovce;Spišská Nová Ves;053 11;Smiany;Smiany;810;KI;;;;;;;;;;;;;;;;;;;;;;;
Ilija;Ilija;Banská Štiavnica;969 01;Banská Štiavnica 1;Banská Štiavnica 1;602;BC;;;;;;;;;;;;;;;;;;;;;;;
Ime¾;Ime¾;Komárno;946 52;Ime¾;Ime¾;401;NI;;;;;;;;;;;;;;;;;;;;;;;
Iòa;Iòa;Levice;935 35;Tehla;Tehla;402;NI;;;;;;;;;;;;;;;;;;;;;;;
Iòaèovce;Iòaèovce;Michalovce;072 11;Èeèehov;Èeèehov;807;KI;;;;;;;;;;;;;;;;;;;;;;;
Inovce;Inovce;Sobrance;072 64;Podhoroï;Podhoroï;809;KI;;;;;;;;;;;;;;;;;;;;;;;
Ipe¾ské Predmostie;Ipe¾ské Predmostie;Ve¾kı Krtíš;991 10;Ve¾ká Ves nad Ip¾om;Ve¾ká Ves nad Ip¾om;610;BC;;;;;;;;;;;;;;;;;;;;;;;
Ipe¾ské Ú¾any;Ipe¾ské Ú¾any;Levice;935 82;Plášovce;Plášovce;402;NI;;;;;;;;;;;;;;;;;;;;;;;
Ipe¾skı Sokolec;Ipe¾skı Sokolec;Levice;935 75;Ipe¾skı Sokolec;Ipe¾skı Sokolec;402;NI;;;;;;;;;;;;;;;;;;;;;;;
Istebné;Istebné;Dolnı Kubín;027 53;Istebné nad Oravou;Istebné nad Oravou;503;ZI;;;;;;;;;;;;;;;;;;;;;;;
Ivachnová;Ivachnová;Ruomberok;034 83;Liptovská Teplá;Liptovská Teplá;508;ZI;;;;;;;;;;;;;;;;;;;;;;;
Ivanèiná;Ivanèiná;Turèianske Teplice;038 45;Malı Èepèín;Malı Èepèín;509;ZI;;;;;;;;;;;;;;;;;;;;;;;
Ivanèiná - Dvorec;Dvorec;Turèianske Teplice;038 45;Malı Èepèín;Malı Èepèín;509;ZI;;;;;;;;;;;;;;;;;;;;;;;
Ivanice;Ivanice;Rimavská Sobota;980 42;Rimavská Seè;Rimavská Seè;609;BC;;;;;;;;;;;;;;;;;;;;;;;
Ivanka pri Dunaji;Ivanka pri Dunaji;Senec;900 28;Ivanka pri Dunaji;Ivanka pri Dunaji;108;BL;;;;;;;;;;;;;;;;;;;;;;;
Ivanka pri Nitre;Ivanka pri Nitre;Nitra;951 12;Ivanka pri Nitre;Ivanka pri Nitre;403;NI;;;;;;;;;;;;;;;;;;;;;;;
Ivanovce;Ivanovce;Trenèín;913 05;Melèice-Lieskové;Melèice-Lieskové;309;TC;;;;;;;;;;;;;;;;;;;;;;;
Ia;Ia;Komárno;946 39;Ia;Ia;401;NI;;;;;;;;;;;;;;;;;;;;;;;
Iipovce;Iipovce;Liptovskı Mikuláš;032 23;Liptovská Sielnica;Liptovská Sielnica;505;ZI;;;;;;;;;;;;;;;;;;;;;;;
Ikovce;Ikovce;Michalovce;076 72;Vojany;Vojany;807;KI;;;;;;;;;;;;;;;;;;;;;;;
Jabloò;Jabloò;Humenné;067 13;Rokytov pri Humennom;Rokytov pri Humennom;702;PV;;;;;;;;;;;;;;;;;;;;;;;
Jablonec;Jablonec;Pezinok;900 86;Budmerice;Budmerice;107;BL;;;;;;;;;;;;;;;;;;;;;;;
Jablonica;Jablonica;Senica;906 32;Jablonica;Jablonica;205;TA;;;;;;;;;;;;;;;;;;;;;;;
Jablonka;Jablonka;Myjava;906 21;Myjava 1;Myjava 1;303;TC;;;;;;;;;;;;;;;;;;;;;;;
Jablonov;Jablonov;Levoèa;053 03;Jablonov pri Levoèi;Jablonov pri Levoèi;704;PV;;;;;;;;;;;;;;;;;;;;;;;
Jablonov nad Turòou;Jablonov nad Turòou;Roòava;049 43;Jablonov nad Turòou;Jablonov nad Turòou;808;KI;;;;;;;;;;;;;;;;;;;;;;;
Jabloòovce;Jabloòovce;Levice;935 06;Pukanec;Pukanec;402;NI;;;;;;;;;;;;;;;;;;;;;;;
Jablonové;Jablonové;Malacky;900 54;Jablonové;Jablonové;106;BL;;;;;;;;;;;;;;;;;;;;;;;
Jablonové;Jablonové;Bytèa;013 52;Sú¾ov;Sú¾ov;501;ZI;;;;;;;;;;;;;;;;;;;;;;;
Jacovce;Jacovce;Topo¾èany;956 21;Jacovce;Jacovce;406;NI;;;;;;;;;;;;;;;;;;;;;;;
Jahodná;Jahodná;Dunajská Streda;930 21;Jahodná pri Dunajskej Strede;Jahodná pri D.Strede;201;TA;;;;;;;;;;;;;;;;;;;;;;;
Jaklovce;Jaklovce;Gelnica;055 61;Jaklovce;Jaklovce;801;KI;;;;;;;;;;;;;;;;;;;;;;;
Jakovany;Jakovany;Sabinov;083 01;Sabinov;Sabinov;708;PV;;;;;;;;;;;;;;;;;;;;;;;
Jakubany;Jakubany;Stará ¼ubovòa;065 12;Jakubany;Jakubany;710;PV;;;;;;;;;;;;;;;;;;;;;;;
Jakubov;Jakubov;Malacky;900 63;Jakubov;Jakubov;106;BL;;;;;;;;;;;;;;;;;;;;;;;
Jakubova Vo¾a;Jakubova Vo¾a;Sabinov;082 56;Peèovská Nová Ves;Peèovská Nová Ves;708;PV;;;;;;;;;;;;;;;;;;;;;;;
Jakubovany;Jakubovany;Liptovskı Mikuláš;032 04;Liptovskı Ondrej;Liptovskı Ondrej;505;ZI;;;;;;;;;;;;;;;;;;;;;;;
Jakubovany;Jakubovany;Sabinov;083 01;Sabinov;Sabinov;708;PV;;;;;;;;;;;;;;;;;;;;;;;
Jakušovce;Jakušovce;Stropkov;090 31;Kolbovce;Kolbovce;711;PV;;;;;;;;;;;;;;;;;;;;;;;
Jalová;Jalová;Snina;067 61;Stakèín;Stakèín;709;PV;;;;;;;;;;;;;;;;;;;;;;;
Jalovec;Jalovec;Liptovskı Mikuláš;032 21;Bobrovec;Bobrovec;505;ZI;;;;;;;;;;;;;;;;;;;;;;;
Jalovec;Jalovec;Prievidza;972 31;Ráztoèno;Ráztoèno;307;TC;;;;;;;;;;;;;;;;;;;;;;;
Jalšové;Jalšové;Hlohovec;922 31;Sokolovce;Sokolovce;203;TA;;;;;;;;;;;;;;;;;;;;;;;
Jalšovík;Jalšovík;Krupina;962 41;Bzovík;Bzovík;605;BC;;;;;;;;;;;;;;;;;;;;;;;
Jamník;Jamník;Liptovskı Mikuláš;033 01;Liptovskı Hrádok 1;Liptovskı Hrádok 1;505;ZI;;;;;;;;;;;;;;;;;;;;;;;
Jamník;Jamník;Spišská Nová Ves;053 22;Odorín;Odorín;810;KI;;;;;;;;;;;;;;;;;;;;;;;
Janice;Janice;Rimavská Sobota;980 42;Rimavská Seè;Rimavská Seè;609;BC;;;;;;;;;;;;;;;;;;;;;;;
Janík;Janík;Košice - okolie;044 05;Moldava nad Bodvou;Moldava nad Bodvou;806;KI;;;;;;;;;;;;;;;;;;;;;;;
Janíky;Janíky;Dunajská Streda;930 39;Zlaté Klasy;Zlaté Klasy;201;TA;;;;;;;;;;;;;;;;;;;;;;;
Jankovce;Jankovce;Humenné;067 24;Lukaèovce pri Humennom;Lukaèovce pri Humen.;702;PV;;;;;;;;;;;;;;;;;;;;;;;
Janov;Janov;Prešov;082 42;Bzenov;Bzenov;707;PV;;;;;;;;;;;;;;;;;;;;;;;
Janova Lehota;Janova Lehota;iar nad Hronom;966 24;Janova Lehota;Janova Lehota;613;BC;;;;;;;;;;;;;;;;;;;;;;;
Janovce;Janovce;Bardejov;086 41;Raslavice;Raslavice;701;PV;;;;;;;;;;;;;;;;;;;;;;;
Jánovce;Jánovce;Poprad;059 13;Jánovce pri Poprade;Jánovce pri Poprade;706;PV;;;;;;;;;;;;;;;;;;;;;;;
Jánovce;Jánovce;Galanta;925 22;Ve¾ké Ú¾any;Ve¾ké Ú¾any;202;TA;;;;;;;;;;;;;;;;;;;;;;;
Janovík;Janovík;Prešov;082 03;Lemešany;Lemešany;707;PV;;;;;;;;;;;;;;;;;;;;;;;
Jarabá;Jarabá;Brezno;977 01;Brezno 1;Brezno 1;603;BC;;;;;;;;;;;;;;;;;;;;;;;
Jarabina;Jarabina;Stará ¼ubovòa;065 31;Jarabina;Jarabina;710;PV;;;;;;;;;;;;;;;;;;;;;;;
Jarok;Jarok;Nitra;951 48;Jarok;Jarok;403;NI;;;;;;;;;;;;;;;;;;;;;;;
Jarovnice;Jarovnice;Sabinov;082 63;Jarovnice;Jarovnice;708;PV;;;;;;;;;;;;;;;;;;;;;;;
Jasenica;Jasenica;Povaská Bystrica;018 17;Jasenica;Jasenica;306;TC;;;;;;;;;;;;;;;;;;;;;;;
Jasenie;Jasenie;Brezno;976 75;Jasenie;Jasenie;603;BC;;;;;;;;;;;;;;;;;;;;;;;
Jasenov;Jasenov;Humenné;066 01;Humenné 1;Humenné 1;702;PV;;;;;;;;;;;;;;;;;;;;;;;
Jasenov;Jasenov;Sobrance;073 01;Sobrance;Sobrance;809;KI;;;;;;;;;;;;;;;;;;;;;;;
Jasenová;Jasenová;Dolnı Kubín;026 01;Dolnı Kubín 1;Dolnı Kubín 1;503;ZI;;;;;;;;;;;;;;;;;;;;;;;
Jasenovce;Jasenovce;Vranov nad Top¾ou;094 05;Holèíkovce;Holèíkovce;713;PV;;;;;;;;;;;;;;;;;;;;;;;
Jasenové;Jasenové;ilina;013 19;Rajec nad Rajèiankou;Rajec nad Rajèiankou;511;ZI;;;;;;;;;;;;;;;;;;;;;;;
Jasenovo;Jasenovo;Turèianske Teplice;038 22;Slovenské Pravno;Slovenské Pravno;509;ZI;;;;;;;;;;;;;;;;;;;;;;;
Jaslovské Bohunice;Jaslovské Bohunice;Trnava;919 30;Jaslovské Bohunice;Jaslovské Bohunice;207;TA;;;;;;;;;;;;;;;;;;;;;;;
Jasov;Jasov;Košice - okolie;044 23;Jasov;Jasov;806;KI;;;;;;;;;;;;;;;;;;;;;;;
Jasová;Jasová;Nové Zámky;941 34;Jasová pri Novıch Zámkoch;Jasová pri N.Zámkoch;404;NI;;;;;;;;;;;;;;;;;;;;;;;
Jastrabá;Jastrabá;iar nad Hronom;967 01;Kremnica 1;Kremnica 1;613;BC;;;;;;;;;;;;;;;;;;;;;;;
Jastrabie nad Top¾ou;Jastrabie nad Top¾ou;Vranov nad Top¾ou;094 35;So¾;So¾;713;PV;;;;;;;;;;;;;;;;;;;;;;;
Jastrabie pri Michalovciach;Jastrabie pri Michal;Michalovce;072 11;Èeèehov;Èeèehov;807;KI;;;;;;;;;;;;;;;;;;;;;;;
Jatov;Jatov;Nové Zámky;941 10;Tvrdošovce;Tvrdošovce;404;NI;;;;;;;;;;;;;;;;;;;;;;;
Jazernica;Jazernica;Turèianske Teplice;038 44;Malı Èepèín;Malı Èepèín;509;ZI;;;;;;;;;;;;;;;;;;;;;;;
Jazviny;Jazviny;Nové Mesto n.Váhom;916 01;Stará Turá;Stará Turá;304;TC;;;;;;;;;;;;;;;;;;;;;;;
Jedlinka;Jedlinka;Bardejov;086 36;Niná Polianka;Niná Polianka;701;PV;;;;;;;;;;;;;;;;;;;;;;;
Jed¾ové Kosto¾any;Jed¾ové Kosto¾any;Zlaté Moravce;951 96;Jed¾ové Kosto¾any;Jed¾ové Kosto¾any;407;NI;;;;;;;;;;;;;;;;;;;;;;;
Jelenec;Jelenec;Nitra;951 73;Jelenec;Jelenec;403;NI;;;;;;;;;;;;;;;;;;;;;;;
Jelka;Jelka;Galanta;925 23;Jelka;Jelka;202;TA;;;;;;;;;;;;;;;;;;;;;;;
Jelšava;Jelšava;Revúca;;;Pozri zoz.ulíc s PSÈ;608;BC;;;;;;;;;;;;;;;;;;;;;;;
Jelšovce;Jelšovce;Nitra;951 43;Jelšovce;Jelšovce;403;NI;;;;;;;;;;;;;;;;;;;;;;;
Jelšovec;Jelšovec;Luèenec;985 32;Ve¾ká nad Ip¾om;Ve¾ká nad Ip¾om;606;BC;;;;;;;;;;;;;;;;;;;;;;;
Jenkovce;Jenkovce;Sobrance;072 52;Jenkovce;Jenkovce;809;KI;;;;;;;;;;;;;;;;;;;;;;;
Jesenské;Jesenské;Levice;935 36;Lok;Lok;402;NI;;;;;;;;;;;;;;;;;;;;;;;
Jesenské;Jesenské;Rimavská Sobota;980 02;Jesenské;Jesenské;609;BC;;;;;;;;;;;;;;;;;;;;;;;
Jestice;Jestice;Rimavská Sobota;980 04;Hostice;Hostice;609;BC;;;;;;;;;;;;;;;;;;;;;;;
Ješkova Ves;Ješkova Ves;Partizánske;958 45;Ve¾kı Klí;Ve¾kı Klí;305;TC;;;;;;;;;;;;;;;;;;;;;;;
Jezersko;Jezersko;Kemarok;059 04;Spišské Hanušovce;Spišské Hanušovce;703;PV;;;;;;;;;;;;;;;;;;;;;;;
Jovice;Jovice;Roòava;049 45;Krásnohorská Dlhá Lúka;Krásnohor.Dlhá Lúka;808;KI;;;;;;;;;;;;;;;;;;;;;;;
Jovsa;Jovsa;Michalovce;072 32;Jovsa;Jovsa;807;KI;;;;;;;;;;;;;;;;;;;;;;;
Jur nad Hronom;Jur nad Hronom;Levice;935 57;Jur nad Hronom;Jur nad Hronom;402;NI;;;;;;;;;;;;;;;;;;;;;;;
Jurkova Vo¾a;Jurkova Vo¾a;Svidník;089 01;Svidník;Svidník;712;PV;;;;;;;;;;;;;;;;;;;;;;;
Jurová;Jurová;Dunajská Streda;930 04;Baka;Baka;201;TA;;;;;;;;;;;;;;;;;;;;;;;
